record_id,group_id,split
emscad_07081,group_06260,train
emscad_07082,group_06248,train
emscad_07083,group_06261,train
emscad_07084,group_06240,train
emscad_07086,group_06251,train
emscad_07087,group_05120,train
emscad_07088,group_06262,train
emscad_07089,group_06253,train
emscad_07091,group_06264,train
emscad_07094,group_06267,train
emscad_07095,group_01213,train
emscad_07097,group_06268,train
emscad_07098,group_01860,train
emscad_07099,group_06269,train
emscad_07101,group_06270,train
emscad_07102,group_06271,train
emscad_07103,group_06272,train
emscad_07104,group_06273,train
emscad_07106,group_06275,train
emscad_07108,group_06276,train
emscad_07109,group_06277,train
emscad_07110,group_06278,train
emscad_07113,group_06280,train
emscad_07114,group_06281,train
emscad_07115,group_06282,train
emscad_07117,group_06284,train
emscad_07119,group_06286,train
emscad_07121,group_06287,train
emscad_07123,group_06289,train
emscad_07124,group_06290,train
emscad_07126,group_06292,train
emscad_07127,group_06293,train
emscad_07131,group_06297,train
emscad_07132,group_06298,train
emscad_07133,group_06299,train
emscad_07134,group_04344,train
emscad_07135,group_06300,train
emscad_07137,group_06301,train
emscad_07138,group_06302,train
emscad_07140,group_06304,train
emscad_07141,group_06305,train
emscad_07142,group_06306,train
emscad_07144,group_06308,train
emscad_07145,group_06309,train
emscad_07149,group_06312,train
emscad_07150,group_06313,train
emscad_07151,group_06314,train
emscad_07153,group_06316,train
emscad_07154,group_06317,train
emscad_07156,group_06319,train
emscad_07159,group_06322,train
emscad_07162,group_06324,train
emscad_07163,group_06325,train
emscad_07166,group_06327,train
emscad_07167,group_06328,train
emscad_07169,group_06330,train
emscad_07170,group_06331,train
emscad_07171,group_06332,train
emscad_07172,group_06333,train
emscad_07173,group_06334,train
emscad_07174,group_06335,train
emscad_07175,group_06336,train
emscad_07176,group_06337,train
emscad_07177,group_06338,train
emscad_07178,group_06339,train
emscad_07180,group_06341,train
emscad_07181,group_06342,train
emscad_07183,group_06344,train
emscad_07185,group_06346,train
emscad_07186,group_06347,train
emscad_07189,group_03258,train
emscad_07190,group_06348,train
emscad_07196,group_03274,train
emscad_07197,group_06351,train
emscad_07199,group_06352,train
emscad_07201,group_06353,train
emscad_07202,group_06354,train
emscad_07203,group_03007,train
emscad_07204,group_06355,train
emscad_07206,group_06356,train
emscad_07208,group_01845,train
emscad_07210,group_06359,train
emscad_07212,group_06361,train
emscad_07213,group_06362,train
emscad_07214,group_06363,train
emscad_07215,group_06364,train
emscad_07216,group_00441,train
emscad_07218,group_06366,train
emscad_07219,group_06367,train
emscad_07223,group_06370,train
emscad_07224,group_06371,train
emscad_07225,group_06372,train
emscad_07226,group_06373,train
emscad_07228,group_06375,train
emscad_07229,group_06376,train
emscad_07230,group_06377,train
emscad_07232,group_06379,train
emscad_07233,group_06380,train
emscad_07235,group_06382,train
emscad_07236,group_06383,train
emscad_07237,group_06384,train
emscad_07238,group_06385,train
emscad_07239,group_05150,train
emscad_07240,group_06386,train
emscad_07241,group_06387,train
emscad_07242,group_06388,train
emscad_07243,group_06389,train
emscad_07244,group_06390,train
emscad_07247,group_06392,train
emscad_07249,group_06394,train
emscad_07250,group_06395,train
emscad_07251,group_06396,train
emscad_07253,group_06398,train
emscad_07255,group_06399,train
emscad_07259,group_06401,train
emscad_07260,group_06402,train
emscad_07262,group_06404,train
emscad_07265,group_06406,train
emscad_07266,group_06407,train
emscad_07268,group_06409,train
emscad_07270,group_06411,train
emscad_07271,group_06412,train
emscad_07272,group_06413,train
emscad_07273,group_06414,train
emscad_07274,group_06415,train
emscad_07276,group_06417,train
emscad_07277,group_06418,train
emscad_07278,group_04418,train
emscad_07279,group_06419,train
emscad_07281,group_06421,train
emscad_07282,group_00080,train
emscad_07284,group_01221,train
emscad_07287,group_06424,train
emscad_07291,group_06427,train
emscad_07293,group_00161,train
emscad_07296,group_06430,train
emscad_07297,group_06431,train
emscad_07298,group_06432,train
emscad_07300,group_04329,train
emscad_07302,group_06434,train
emscad_07303,group_06435,train
emscad_07304,group_06436,train
emscad_07306,group_06437,train
emscad_07307,group_06438,train
emscad_07309,group_06439,train
emscad_07311,group_06441,train
emscad_07314,group_06443,train
emscad_07316,group_06445,train
emscad_07317,group_06446,train
emscad_07318,group_06447,train
emscad_07319,group_06448,train
emscad_07320,group_06449,train
emscad_07321,group_06450,train
emscad_07323,group_06452,train
emscad_07324,group_06453,train
emscad_07325,group_06454,train
emscad_07326,group_06455,train
emscad_07327,group_06456,train
emscad_07328,group_06457,train
emscad_07333,group_06461,train
emscad_07334,group_06462,train
emscad_07335,group_06463,train
emscad_07336,group_06464,train
emscad_07337,group_06465,train
emscad_07338,group_06466,train
emscad_07339,group_06467,train
emscad_07340,group_06468,train
emscad_07341,group_06469,train
emscad_07342,group_06470,train
emscad_07344,group_06471,train
emscad_07345,group_06472,train
emscad_07346,group_06473,train
emscad_07347,group_06474,train
emscad_07348,group_06475,train
emscad_07350,group_06476,train
emscad_07352,group_06478,train
emscad_07353,group_06479,train
emscad_07354,group_06480,train
emscad_07355,group_06481,train
emscad_07358,group_06482,train
emscad_07360,group_06484,train
emscad_07364,group_06487,train
emscad_07365,group_06488,train
emscad_07366,group_06489,train
emscad_07368,group_06490,train
emscad_07370,group_06492,train
emscad_07374,group_06495,train
emscad_07375,group_06496,train
emscad_07378,group_00145,train
emscad_07379,group_06498,train
emscad_07381,group_06500,train
emscad_07382,group_06501,train
emscad_07384,group_06502,train
emscad_07389,group_01293,train
emscad_07390,group_06507,train
emscad_07393,group_06510,train
emscad_07394,group_06511,train
emscad_07398,group_06514,train
emscad_07400,group_06516,train
emscad_07401,group_06517,train
emscad_07402,group_06518,train
emscad_07405,group_06521,train
emscad_07406,group_01546,train
emscad_07407,group_06522,train
emscad_07409,group_06524,train
emscad_07410,group_06525,train
emscad_07411,group_04408,train
emscad_07412,group_02737,train
emscad_07413,group_06526,train
emscad_07415,group_06528,train
emscad_07418,group_06529,train
emscad_07420,group_06530,train
emscad_07423,group_06532,train
emscad_07424,group_06533,train
emscad_07426,group_06534,train
emscad_07430,group_06537,train
emscad_07431,group_06538,train
emscad_07433,group_06540,train
emscad_07434,group_06541,train
emscad_07435,group_06542,train
emscad_07436,group_06543,train
emscad_07437,group_06544,train
emscad_07438,group_06545,train
emscad_07439,group_06546,train
emscad_07440,group_06547,train
emscad_07441,group_06548,train
emscad_07444,group_06551,train
emscad_07445,group_06552,train
emscad_07447,group_06529,train
emscad_07448,group_06554,train
emscad_07450,group_06556,train
emscad_07452,group_06557,train
emscad_07453,group_06558,train
emscad_07455,group_06560,train
emscad_07456,group_06561,train
emscad_07458,group_06562,train
emscad_07459,group_06563,train
emscad_07460,group_06564,train
emscad_07461,group_06565,train
emscad_07462,group_06566,train
emscad_07463,group_06567,train
emscad_07465,group_06568,train
emscad_07466,group_06569,train
emscad_07469,group_06571,train
emscad_07470,group_06572,train
emscad_07473,group_06574,train
emscad_07475,group_06576,train
emscad_07478,group_06577,train
emscad_07479,group_06578,train
emscad_07480,group_06579,train
emscad_07481,group_06580,train
emscad_07483,group_06582,train
emscad_07486,group_06585,train
emscad_07487,group_03203,train
emscad_07488,group_06586,train
emscad_07489,group_06587,train
emscad_07491,group_06589,train
emscad_07492,group_06590,train
emscad_07493,group_06591,train
emscad_07494,group_06592,train
emscad_07495,group_06593,train
emscad_07497,group_06594,train
emscad_07499,group_06596,train
emscad_07502,group_06596,train
emscad_07503,group_06599,train
emscad_07504,group_06600,train
emscad_07505,group_06601,train
emscad_07506,group_06602,train
emscad_07507,group_06603,train
emscad_07509,group_06605,train
emscad_07510,group_06260,train
emscad_07511,group_06606,train
emscad_07512,group_06607,train
emscad_07515,group_06609,train
emscad_07517,group_06611,train
emscad_07521,group_06614,train
emscad_07524,group_06617,train
emscad_07527,group_06620,train
emscad_07528,group_06621,train
emscad_07532,group_06623,train
emscad_07533,group_06624,train
emscad_07534,group_06625,train
emscad_07537,group_06627,train
emscad_07539,group_06628,train
emscad_07540,group_06601,train
emscad_07541,group_06629,train
emscad_07544,group_06632,train
emscad_07546,group_06633,train
emscad_07549,group_06634,train
emscad_07551,group_06636,train
emscad_07552,group_06637,train
emscad_07553,group_06638,train
emscad_07555,group_06639,train
emscad_07556,group_06640,train
emscad_07557,group_06641,train
emscad_07558,group_06642,train
emscad_07559,group_06643,train
emscad_07560,group_06644,train
emscad_07561,group_06645,train
emscad_07564,group_06646,train
emscad_07565,group_06647,train
emscad_07566,group_06648,train
emscad_07567,group_06649,train
emscad_07568,group_06650,train
emscad_07570,group_06501,train
emscad_07572,group_06653,train
emscad_07573,group_06654,train
emscad_07575,group_00161,train
emscad_07576,group_06655,train
emscad_07577,group_06656,train
emscad_07578,group_06657,train
emscad_07581,group_06659,train
emscad_07582,group_05746,train
emscad_07583,group_06660,train
emscad_07587,group_06663,train
emscad_07591,group_00240,train
emscad_07592,group_02087,train
emscad_07593,group_06666,train
emscad_07594,group_06667,train
emscad_07595,group_06668,train
emscad_07597,group_06670,train
emscad_07598,group_06671,train
emscad_07599,group_06672,train
emscad_07600,group_06673,train
emscad_07601,group_06674,train
emscad_07602,group_06675,train
emscad_07605,group_06676,train
emscad_07607,group_06678,train
emscad_07609,group_06680,train
emscad_07611,group_06682,train
emscad_07614,group_06684,train
emscad_07615,group_06685,train
emscad_07616,group_06686,train
emscad_07617,group_06687,train
emscad_07618,group_06688,train
emscad_07619,group_06689,train
emscad_07620,group_06690,train
emscad_07623,group_06692,train
emscad_07624,group_06693,train
emscad_07625,group_06694,train
emscad_07626,group_00604,train
emscad_07627,group_06252,train
emscad_07629,group_06696,train
emscad_07630,group_06697,train
emscad_07631,group_06698,train
emscad_07632,group_06699,train
emscad_07634,group_06629,train
emscad_07635,group_06701,train
emscad_07637,group_06703,train
emscad_07638,group_06704,train
emscad_07640,group_06705,train
emscad_07641,group_06706,train
emscad_07642,group_06707,train
emscad_07643,group_06708,train
emscad_07644,group_06709,train
emscad_07646,group_06710,train
emscad_07647,group_06711,train
emscad_07649,group_06713,train
emscad_07650,group_06714,train
emscad_07653,group_06716,train
emscad_07654,group_06717,train
emscad_07655,group_06718,train
emscad_07656,group_06719,train
emscad_07657,group_06720,train
emscad_07658,group_06721,train
emscad_07659,group_06722,train
emscad_07660,group_06723,train
emscad_07662,group_06725,train
emscad_07663,group_06726,train
emscad_07664,group_06727,train
emscad_07666,group_06728,train
emscad_07667,group_06729,train
emscad_07669,group_06730,train
emscad_07671,group_06731,train
emscad_07672,group_06732,train
emscad_07673,group_06733,train
emscad_07678,group_06737,train
emscad_07679,group_06738,train
emscad_07681,group_02203,train
emscad_07683,group_06740,train
emscad_07684,group_06741,train
emscad_07687,group_06744,train
emscad_07688,group_06745,train
emscad_07689,group_06746,train
emscad_07690,group_06747,train
emscad_07691,group_06748,train
emscad_07692,group_06749,train
emscad_07694,group_06750,train
emscad_07697,group_06751,train
emscad_07698,group_02377,train
emscad_07700,group_06752,train
emscad_07702,group_06753,train
emscad_07703,group_06754,train
emscad_07705,group_06756,train
emscad_07706,group_06757,train
emscad_07708,group_06758,train
emscad_07709,group_06759,train
emscad_07711,group_06761,train
emscad_07712,group_06762,train
emscad_07713,group_06763,train
emscad_07715,group_06765,train
emscad_07716,group_06766,train
emscad_07717,group_06767,train
emscad_07718,group_06768,train
emscad_07721,group_06770,train
emscad_07722,group_06771,train
emscad_07725,group_06774,train
emscad_07726,group_06775,train
emscad_07727,group_06776,train
emscad_07729,group_06777,train
emscad_07733,group_06781,train
emscad_07734,group_06782,train
emscad_07735,group_06783,train
emscad_07738,group_06785,train
emscad_07739,group_06786,train
emscad_07740,group_06787,train
emscad_07742,group_06789,train
emscad_07743,group_06790,train
emscad_07744,group_06791,train
emscad_07745,group_06792,train
emscad_07746,group_06793,train
emscad_07747,group_06794,train
emscad_07748,group_06795,train
emscad_07750,group_06797,train
emscad_07751,group_06798,train
emscad_07753,group_06799,train
emscad_07754,group_06800,train
emscad_07756,group_06802,train
emscad_07757,group_06803,train
emscad_07758,group_06804,train
emscad_07759,group_06805,train
emscad_07760,group_06806,train
emscad_07761,group_06807,train
emscad_07764,group_06809,train
emscad_07765,group_06810,train
emscad_07766,group_06811,train
emscad_07767,group_06812,train
emscad_07769,group_06814,train
emscad_07771,group_06816,train
emscad_07772,group_06817,train
emscad_07775,group_06819,train
emscad_07776,group_00415,train
emscad_07778,group_06821,train
emscad_07779,group_06822,train
emscad_07780,group_06823,train
emscad_07782,group_06825,train
emscad_07784,group_06827,train
emscad_07785,group_05313,train
emscad_07791,group_06831,train
emscad_07792,group_06832,train
emscad_07793,group_06833,train
emscad_07794,group_06834,train
emscad_07798,group_06837,train
emscad_07799,group_06838,train
emscad_07801,group_05798,train
emscad_07802,group_06839,train
emscad_07803,group_06840,train
emscad_07804,group_06841,train
emscad_07805,group_06842,train
emscad_07806,group_06843,train
emscad_07807,group_06844,train
emscad_07811,group_06846,train
emscad_07812,group_06847,train
emscad_07814,group_06848,train
emscad_07815,group_06849,train
emscad_07816,group_06850,train
emscad_07817,group_06851,train
emscad_07819,group_06853,train
emscad_07820,group_06854,train
emscad_07822,group_06855,train
emscad_07825,group_06858,train
emscad_07826,group_06859,train
emscad_07827,group_06860,train
emscad_07828,group_06861,train
emscad_07831,group_06863,train
emscad_07832,group_06864,train
emscad_07833,group_06865,train
emscad_07834,group_06866,train
emscad_07835,group_00010,train
emscad_07837,group_06868,train
emscad_07838,group_06869,train
emscad_07843,group_06871,train
emscad_07845,group_06873,train
emscad_07849,group_06875,train
emscad_07850,group_06876,train
emscad_07853,group_06879,train
emscad_07854,group_06880,train
emscad_07855,group_06881,train
emscad_07856,group_06882,train
emscad_07857,group_06883,train
emscad_07858,group_06884,train
emscad_07860,group_06885,train
emscad_07862,group_06887,train
emscad_07863,group_06888,train
emscad_07864,group_06889,train
emscad_07867,group_06892,train
emscad_07868,group_06893,train
emscad_07869,group_06894,train
emscad_07870,group_06895,train
emscad_07871,group_06896,train
emscad_07872,group_06897,train
emscad_07873,group_06898,train
emscad_07874,group_06899,train
emscad_07875,group_06900,train
emscad_07877,group_06901,train
emscad_07880,group_06903,train
emscad_07881,group_06904,train
emscad_07884,group_00010,train
emscad_07887,group_06905,train
emscad_07890,group_06907,train
emscad_07892,group_06909,train
emscad_07895,group_02299,train
emscad_07896,group_06911,train
emscad_07898,group_06912,train
emscad_07899,group_06913,train
emscad_07900,group_06914,train
emscad_07901,group_06915,train
emscad_07904,group_06918,train
emscad_07905,group_06919,train
emscad_07906,group_06920,train
emscad_07907,group_06921,train
emscad_07908,group_06922,train
emscad_07909,group_06923,train
emscad_07910,group_06924,train
emscad_07912,group_06926,train
emscad_07914,group_06927,train
emscad_07915,group_00972,train
emscad_07916,group_06928,train
emscad_07917,group_06929,train
emscad_07920,group_06932,train
emscad_07921,group_06933,train
emscad_07922,group_06934,train
emscad_07926,group_06937,train
emscad_07928,group_06939,train
emscad_07929,group_06940,train
emscad_07931,group_06942,train
emscad_07932,group_06943,train
emscad_07933,group_06944,train
emscad_07934,group_06945,train
emscad_07937,group_06947,train
emscad_07938,group_06948,train
emscad_07939,group_06949,train
emscad_07941,group_06951,train
emscad_07946,group_06954,train
emscad_07948,group_06956,train
emscad_07949,group_06957,train
emscad_07951,group_06958,train
emscad_07952,group_06959,train
emscad_07954,group_06961,train
emscad_07955,group_06962,train
emscad_07956,group_06963,train
emscad_07958,group_06965,train
emscad_07960,group_06967,train
emscad_07961,group_06968,train
emscad_07962,group_06969,train
emscad_07963,group_06970,train
emscad_07964,group_06971,train
emscad_07966,group_05534,train
emscad_07967,group_06972,train
emscad_07968,group_06973,train
emscad_07969,group_06974,train
emscad_07970,group_06975,train
emscad_07971,group_06976,train
emscad_07973,group_06978,train
emscad_07974,group_06979,train
emscad_07979,group_06983,train
emscad_07981,group_06984,train
emscad_07983,group_06985,train
emscad_07984,group_01535,train
emscad_07985,group_06986,train
emscad_07986,group_06987,train
emscad_07987,group_06988,train
emscad_07989,group_06990,train
emscad_07990,group_06991,train
emscad_07992,group_06992,train
emscad_07993,group_06993,train
emscad_07994,group_06994,train
emscad_08000,group_06998,train
emscad_08001,group_06999,train
emscad_08003,group_07001,train
emscad_08004,group_07002,train
emscad_08005,group_07003,train
emscad_08008,group_07005,train
emscad_08010,group_07007,train
emscad_08013,group_07010,train
emscad_08014,group_07011,train
emscad_08015,group_07012,train
emscad_08016,group_05852,train
emscad_08017,group_07013,train
emscad_08018,group_07014,train
emscad_08023,group_00256,train
emscad_08024,group_07017,train
emscad_08025,group_07018,train
emscad_08028,group_07021,train
emscad_08029,group_07022,train
emscad_08030,group_07023,train
emscad_08031,group_07024,train
emscad_08033,group_07026,train
emscad_08035,group_07027,train
emscad_08036,group_07028,train
emscad_08039,group_07031,train
emscad_08040,group_07032,train
emscad_08041,group_07033,train
emscad_08042,group_07034,train
emscad_08044,group_07036,train
emscad_08046,group_07038,train
emscad_08047,group_07039,train
emscad_08049,group_07040,train
emscad_08050,group_07041,train
emscad_08051,group_07042,train
emscad_08056,group_07045,train
emscad_08058,group_07047,train
emscad_08059,group_07048,train
emscad_08060,group_07049,train
emscad_08061,group_07050,train
emscad_08062,group_07051,train
emscad_08063,group_07052,train
emscad_08066,group_07054,train
emscad_08067,group_07055,train
emscad_08068,group_07056,train
emscad_08070,group_00425,train
emscad_08078,group_07062,train
emscad_08080,group_07063,train
emscad_08082,group_07065,train
emscad_08084,group_07066,train
emscad_08086,group_07068,train
emscad_08092,group_07072,train
emscad_08095,group_07073,train
emscad_08099,group_07077,train
emscad_08102,group_07079,train
emscad_08103,group_07080,train
emscad_08106,group_07083,train
emscad_08107,group_07084,train
emscad_08110,group_07086,train
emscad_08111,group_07087,train
emscad_08112,group_07088,train
emscad_08113,group_07089,train
emscad_08114,group_07090,train
emscad_08115,group_07091,train
emscad_08117,group_07092,train
emscad_08118,group_07093,train
emscad_08119,group_07094,train
emscad_08126,group_07098,train
emscad_08129,group_07100,train
emscad_08130,group_07101,train
emscad_08131,group_07102,train
emscad_08134,group_07103,train
emscad_08135,group_07104,train
emscad_08136,group_07105,train
emscad_08138,group_07106,train
emscad_08140,group_07108,train
emscad_08141,group_07109,train
emscad_08142,group_07110,train
emscad_08143,group_07111,train
emscad_08145,group_07112,train
emscad_08146,group_07113,train
emscad_08147,group_07114,train
emscad_08148,group_07115,train
emscad_08151,group_07116,train
emscad_08152,group_07117,train
emscad_08153,group_07118,train
emscad_08155,group_03253,train
emscad_08156,group_07119,train
emscad_08157,group_07120,train
emscad_08161,group_07122,train
emscad_08164,group_07125,train
emscad_08173,group_07131,train
emscad_08174,group_07132,train
emscad_08176,group_07134,train
emscad_08178,group_07136,train
emscad_08180,group_07137,train
emscad_08184,group_07140,train
emscad_08185,group_07141,train
emscad_08187,group_07142,train
emscad_08188,group_07143,train
emscad_08189,group_07144,train
emscad_08190,group_07145,train
emscad_08191,group_07146,train
emscad_08192,group_07147,train
emscad_08193,group_07148,train
emscad_08194,group_07149,train
emscad_08195,group_07150,train
emscad_08196,group_07151,train
emscad_08199,group_07152,train
emscad_08200,group_07153,train
emscad_08202,group_07154,train
emscad_08204,group_07156,train
emscad_08206,group_07158,train
emscad_08207,group_07159,train
emscad_08209,group_07161,train
emscad_08210,group_07162,train
emscad_08211,group_03434,train
emscad_08212,group_07163,train
emscad_08214,group_07165,train
emscad_08215,group_07166,train
emscad_08216,group_07167,train
emscad_08217,group_07168,train
emscad_08218,group_07169,train
emscad_08219,group_07170,train
emscad_08225,group_07174,train
emscad_08226,group_00174,train
emscad_08229,group_03395,train
emscad_08230,group_07176,train
emscad_08232,group_07177,train
emscad_08233,group_07178,train
emscad_08236,group_07180,train
emscad_08237,group_07181,train
emscad_08240,group_07183,train
emscad_08241,group_07184,train
emscad_08243,group_07185,train
emscad_08244,group_07186,train
emscad_08246,group_07188,train
emscad_08247,group_07189,train
emscad_08250,group_07190,train
emscad_08251,group_07191,train
emscad_08253,group_07192,train
emscad_08254,group_07193,train
emscad_08256,group_07195,train
emscad_08257,group_07196,train
emscad_08258,group_07197,train
emscad_08261,group_07200,train
emscad_08263,group_07201,train
emscad_08264,group_07202,train
emscad_08268,group_07206,train
emscad_08269,group_07207,train
emscad_08271,group_07209,train
emscad_08272,group_07210,train
emscad_08273,group_07211,train
emscad_08274,group_07212,train
emscad_08276,group_07213,train
emscad_08277,group_07214,train
emscad_08279,group_07216,train
emscad_08280,group_07217,train
emscad_08281,group_07218,train
emscad_08282,group_07219,train
emscad_08283,group_07220,train
emscad_08285,group_07221,train
emscad_08287,group_07223,train
emscad_08288,group_07224,train
emscad_08290,group_07226,train
emscad_08291,group_07227,train
emscad_08293,group_07229,train
emscad_08294,group_07230,train
emscad_08297,group_07231,train
emscad_08298,group_07232,train
emscad_08300,group_07234,train
emscad_08301,group_07235,train
emscad_08304,group_07237,train
emscad_08305,group_07238,train
emscad_08306,group_07239,train
emscad_08307,group_07240,train
emscad_08308,group_07241,train
emscad_08314,group_07243,train
emscad_08316,group_07244,train
emscad_08317,group_07245,train
emscad_08318,group_07246,train
emscad_08320,group_07248,train
emscad_08323,group_07251,train
emscad_08324,group_00080,train
emscad_08326,group_07253,train
emscad_08328,group_07255,train
emscad_08331,group_07257,train
emscad_08333,group_07259,train
emscad_08335,group_07261,train
emscad_08336,group_02854,train
emscad_08339,group_07263,train
emscad_08341,group_07265,train
emscad_08342,group_07266,train
emscad_08343,group_07267,train
emscad_08344,group_07268,train
emscad_08347,group_07271,train
emscad_08349,group_07272,train
emscad_08350,group_00058,train
emscad_08351,group_07273,train
emscad_08353,group_07275,train
emscad_08354,group_07276,train
emscad_08355,group_07277,train
emscad_08356,group_07278,train
emscad_08357,group_07279,train
emscad_08358,group_07280,train
emscad_08359,group_07281,train
emscad_08360,group_07282,train
emscad_08361,group_07283,train
emscad_08363,group_07285,train
emscad_08364,group_07286,train
emscad_08365,group_07287,train
emscad_08366,group_07288,train
emscad_08367,group_07289,train
emscad_08368,group_07290,train
emscad_08370,group_00945,train
emscad_08371,group_07292,train
emscad_08373,group_07293,train
emscad_08374,group_07294,train
emscad_08375,group_07295,train
emscad_08377,group_07296,train
emscad_08378,group_07297,train
emscad_08379,group_07298,train
emscad_08381,group_07300,train
emscad_08382,group_07301,train
emscad_08384,group_07302,train
emscad_08385,group_01990,train
emscad_08386,group_07303,train
emscad_08387,group_07304,train
emscad_08389,group_07306,train
emscad_08390,group_07307,train
emscad_08392,group_07308,train
emscad_08393,group_07309,train
emscad_08394,group_07310,train
emscad_08396,group_07312,train
emscad_08398,group_07314,train
emscad_08399,group_07315,train
emscad_08400,group_07316,train
emscad_08401,group_07317,train
emscad_08402,group_07318,train
emscad_08403,group_07319,train
emscad_08405,group_07321,train
emscad_08406,group_07322,train
emscad_08407,group_07323,train
emscad_08408,group_07324,train
emscad_08409,group_07325,train
emscad_08412,group_07327,train
emscad_08413,group_03253,train
emscad_08415,group_07329,train
emscad_08417,group_07330,train
emscad_08420,group_07331,train
emscad_08423,group_07333,train
emscad_08424,group_07334,train
emscad_08425,group_07335,train
emscad_08426,group_07336,train
emscad_08429,group_07338,train
emscad_08431,group_07340,train
emscad_08433,group_07342,train
emscad_08437,group_00034,train
emscad_08438,group_07344,train
emscad_08439,group_07345,train
emscad_08440,group_07346,train
emscad_08441,group_00478,train
emscad_08442,group_07347,train
emscad_08444,group_07153,train
emscad_08445,group_07349,train
emscad_08446,group_07350,train
emscad_08447,group_07351,train
emscad_08449,group_07353,train
emscad_08451,group_07354,train
emscad_08452,group_07355,train
emscad_08454,group_07357,train
emscad_08455,group_07358,train
emscad_08456,group_07359,train
emscad_08457,group_07360,train
emscad_08459,group_07362,train
emscad_08461,group_07363,train
emscad_08462,group_07364,train
emscad_08464,group_07366,train
emscad_08465,group_07367,train
emscad_08466,group_07368,train
emscad_08468,group_07369,train
emscad_08470,group_07371,train
emscad_08471,group_07372,train
emscad_08473,group_07374,train
emscad_08474,group_07375,train
emscad_08475,group_07376,train
emscad_08476,group_07377,train
emscad_08478,group_07379,train
emscad_08479,group_07380,train
emscad_08481,group_07382,train
emscad_08482,group_07383,train
emscad_08483,group_07384,train
emscad_08484,group_07385,train
emscad_08486,group_00535,train
emscad_08488,group_02452,train
emscad_08490,group_07389,train
emscad_08491,group_07390,train
emscad_08492,group_07391,train
emscad_08493,group_07392,train
emscad_08495,group_07394,train
emscad_08496,group_07395,train
emscad_08497,group_07396,train
emscad_08498,group_07397,train
emscad_08499,group_07398,train
emscad_08500,group_07399,train
emscad_08502,group_03204,train
emscad_08503,group_07400,train
emscad_08504,group_07401,train
emscad_08507,group_07403,train
emscad_08508,group_07404,train
emscad_08510,group_07406,train
emscad_08512,group_07003,train
emscad_08514,group_07409,train
emscad_08515,group_07410,train
emscad_08516,group_07411,train
emscad_08518,group_07412,train
emscad_08519,group_07413,train
emscad_08520,group_07414,train
emscad_08521,group_07415,train
emscad_08522,group_07416,train
emscad_08525,group_07417,train
emscad_08528,group_07419,train
emscad_08529,group_07420,train
emscad_08530,group_07421,train
emscad_08531,group_07422,train
emscad_08535,group_07424,train
emscad_08536,group_07425,train
emscad_08537,group_07426,train
emscad_08538,group_07427,train
emscad_08539,group_07428,train
emscad_08541,group_07430,train
emscad_08543,group_07431,train
emscad_08545,group_07433,train
emscad_08546,group_07434,train
emscad_08547,group_07435,train
emscad_08548,group_07436,train
emscad_08549,group_07437,train
emscad_08550,group_07438,train
emscad_08551,group_07439,train
emscad_08554,group_07441,train
emscad_08555,group_07442,train
emscad_08556,group_07443,train
emscad_08557,group_07444,train
emscad_08558,group_07445,train
emscad_08560,group_07447,train
emscad_08561,group_07448,train
emscad_08562,group_01738,train
emscad_08563,group_00010,train
emscad_08565,group_07449,train
emscad_08567,group_07451,train
emscad_08570,group_07453,train
emscad_08571,group_07454,train
emscad_08572,group_07455,train
emscad_08573,group_07456,train
emscad_08576,group_07459,train
emscad_08578,group_07460,train
emscad_08580,group_07462,train
emscad_08583,group_07465,train
emscad_08586,group_07467,train
emscad_08587,group_07468,train
emscad_08590,group_07471,train
emscad_08591,group_07472,train
emscad_08592,group_07473,train
emscad_08593,group_07474,train
emscad_08594,group_06577,train
emscad_08598,group_07477,train
emscad_08600,group_07479,train
emscad_08601,group_07480,train
emscad_08603,group_07482,train
emscad_08604,group_07483,train
emscad_08605,group_07484,train
emscad_08606,group_07485,train
emscad_08607,group_07486,train
emscad_08608,group_07487,train
emscad_08609,group_07488,train
emscad_08611,group_07490,train
emscad_08613,group_07492,train
emscad_08614,group_07493,train
emscad_08615,group_07494,train
emscad_08617,group_07309,train
emscad_08618,group_07496,train
emscad_08619,group_07497,train
emscad_08620,group_07498,train
emscad_08621,group_07499,train
emscad_08622,group_07500,train
emscad_08624,group_07502,train
emscad_08625,group_07503,train
emscad_08626,group_07221,train
emscad_08630,group_07507,train
emscad_08631,group_07508,train
emscad_08632,group_07420,train
emscad_08633,group_07509,train
emscad_08634,group_07510,train
emscad_08637,group_07513,train
emscad_08638,group_07514,train
emscad_08639,group_07515,train
emscad_08640,group_07516,train
emscad_08642,group_07518,train
emscad_08643,group_07519,train
emscad_08645,group_07520,train
emscad_08646,group_07521,train
emscad_08647,group_00425,train
emscad_08649,group_07522,train
emscad_08650,group_07523,train
emscad_08651,group_07524,train
emscad_08654,group_07527,train
emscad_08655,group_07528,train
emscad_08656,group_07529,train
emscad_08657,group_07530,train
emscad_08658,group_07039,train
emscad_08659,group_07531,train
emscad_08660,group_07532,train
emscad_08661,group_07533,train
emscad_08663,group_07534,train
emscad_08665,group_07535,train
emscad_08666,group_07536,train
emscad_08667,group_07537,train
emscad_08669,group_07538,train
emscad_08672,group_06744,train
emscad_08675,group_07543,train
emscad_08677,group_07544,train
emscad_08679,group_07545,train
emscad_08680,group_07546,train
emscad_08681,group_07547,train
