record_id,label,outer_split,development_split
emscad_03044,0,train,train
emscad_03045,0,test,test
emscad_03046,0,train,train
emscad_03047,0,train,validation
emscad_03048,0,train,train
emscad_03049,0,train,train
emscad_03050,0,test,test
emscad_03051,0,train,validation
emscad_03052,0,train,train
emscad_03053,0,train,validation
emscad_03054,0,train,train
emscad_03055,0,train,train
emscad_03056,1,test,test
emscad_03057,0,train,train
emscad_03058,0,train,train
emscad_03059,0,train,train
emscad_03060,0,train,train
emscad_03061,0,test,test
emscad_03062,0,train,train
emscad_03063,0,train,train
emscad_03064,0,train,train
emscad_03065,0,train,train
emscad_03066,0,train,train
emscad_03067,0,train,train
emscad_03068,0,train,train
emscad_03069,0,train,train
emscad_03070,0,test,test
emscad_03071,0,train,train
emscad_03072,0,train,train
emscad_03073,0,train,train
emscad_03074,0,train,train
emscad_03075,0,train,validation
emscad_03076,0,train,train
emscad_03077,0,train,train
emscad_03078,0,train,train
emscad_03079,0,train,train
emscad_03080,0,train,train
emscad_03081,0,test,test
emscad_03082,0,train,validation
emscad_03083,0,train,validation
emscad_03084,0,test,test
emscad_03085,0,train,validation
emscad_03086,0,test,test
emscad_03087,0,train,train
emscad_03088,0,train,train
emscad_03089,0,train,train
emscad_03090,0,test,test
emscad_03091,0,train,train
emscad_03092,0,test,test
emscad_03093,0,train,train
emscad_03094,0,train,train
emscad_03095,0,train,train
emscad_03096,0,train,validation
emscad_03097,0,train,train
emscad_03098,0,train,train
emscad_03099,0,train,train
emscad_03100,0,train,train
emscad_03101,0,train,train
emscad_03102,0,test,test
emscad_03103,0,train,train
emscad_03104,0,train,train
emscad_03105,0,train,train
emscad_03106,0,test,test
emscad_03107,0,train,train
emscad_03108,0,train,train
emscad_03109,0,train,validation
emscad_03110,0,train,train
emscad_03111,0,test,test
emscad_03112,0,train,train
emscad_03113,0,train,train
emscad_03114,0,train,train
emscad_03115,0,train,train
emscad_03116,0,train,validation
emscad_03117,0,test,test
emscad_03118,0,train,train
emscad_03119,0,train,train
emscad_03120,0,train,train
emscad_03121,0,train,train
emscad_03122,0,train,train
emscad_03123,0,train,train
emscad_03124,0,train,validation
emscad_03125,0,test,test
emscad_03126,0,train,train
emscad_03127,0,train,train
emscad_03128,0,train,train
emscad_03129,0,train,validation
emscad_03130,0,test,test
emscad_03131,0,train,train
emscad_03132,0,train,train
emscad_03133,0,test,test
emscad_03134,0,train,train
emscad_03135,0,train,validation
emscad_03136,0,train,train
emscad_03137,0,train,train
emscad_03138,0,test,test
emscad_03139,0,train,train
emscad_03140,0,test,test
emscad_03141,0,train,train
emscad_03142,0,train,validation
emscad_03143,0,test,test
emscad_03144,0,train,validation
emscad_03145,0,test,test
emscad_03146,0,test,test
emscad_03147,1,train,train
emscad_03148,0,train,train
emscad_03149,0,train,train
emscad_03150,0,train,train
emscad_03151,0,train,validation
emscad_03152,0,train,train
emscad_03153,0,train,train
emscad_03154,0,test,test
emscad_03155,0,train,train
emscad_03156,0,train,train
emscad_03157,0,train,train
emscad_03158,0,train,train
emscad_03159,0,train,train
emscad_03160,0,test,test
emscad_03161,0,train,validation
emscad_03162,0,train,train
emscad_03163,0,train,train
emscad_03164,0,train,train
emscad_03165,0,train,train
emscad_03166,0,test,test
emscad_03167,1,train,train
emscad_03168,0,train,train
emscad_03169,0,train,train
emscad_03170,0,train,validation
emscad_03171,0,test,test
emscad_03172,0,train,validation
emscad_03173,0,train,train
emscad_03174,0,train,train
emscad_03175,0,train,train
emscad_03176,1,train,train
emscad_03177,0,test,test
emscad_03178,0,train,train
emscad_03179,0,train,train
emscad_03180,1,train,train
emscad_03181,0,train,train
emscad_03182,0,test,test
emscad_03183,1,train,train
emscad_03184,0,train,validation
emscad_03185,0,test,test
emscad_03186,1,test,test
emscad_03187,0,train,train
emscad_03188,0,train,train
emscad_03189,0,train,train
emscad_03190,1,train,train
emscad_03191,1,train,validation
emscad_03192,0,train,train
emscad_03193,0,train,train
emscad_03194,0,train,train
emscad_03195,1,train,train
emscad_03196,0,train,validation
emscad_03197,0,train,train
emscad_03198,0,train,train
emscad_03199,1,train,train
emscad_03200,0,train,train
emscad_03201,0,train,train
emscad_03202,0,test,test
emscad_03203,0,train,train
emscad_03204,0,train,train
emscad_03205,0,train,train
emscad_03206,0,train,train
emscad_03207,0,train,train
emscad_03208,0,train,train
emscad_03209,0,train,train
emscad_03210,0,train,train
emscad_03211,0,train,train
emscad_03212,0,train,validation
emscad_03213,0,train,train
emscad_03214,0,train,train
emscad_03215,0,train,train
emscad_03216,0,train,train
emscad_03217,0,test,test
emscad_03218,0,train,train
emscad_03219,0,train,train
emscad_03220,0,train,train
emscad_03221,0,test,test
emscad_03222,0,test,test
emscad_03223,0,train,train
emscad_03224,0,train,train
emscad_03225,0,train,validation
emscad_03226,0,train,train
emscad_03227,0,test,test
emscad_03228,0,train,train
emscad_03229,0,train,train
emscad_03230,0,train,validation
emscad_03231,1,train,train
emscad_03232,0,train,train
emscad_03233,0,train,validation
emscad_03234,0,train,train
emscad_03235,0,train,train
emscad_03236,0,train,validation
emscad_03237,0,train,train
emscad_03238,0,train,train
emscad_03239,0,train,train
emscad_03240,0,train,train
emscad_03241,0,train,train
emscad_03242,0,train,train
emscad_03243,1,train,validation
emscad_03244,0,train,train
emscad_03245,0,train,train
emscad_03246,0,train,train
emscad_03247,0,test,test
emscad_03248,0,train,validation
emscad_03249,0,test,test
emscad_03250,0,test,test
emscad_03251,0,train,validation
emscad_03252,0,test,test
emscad_03253,0,train,train
emscad_03254,0,train,validation
emscad_03255,0,train,train
emscad_03256,0,train,train
emscad_03257,0,train,train
emscad_03258,0,train,train
emscad_03259,0,train,train
emscad_03260,0,train,train
emscad_03261,0,test,test
emscad_03262,0,train,train
emscad_03263,0,train,validation
emscad_03264,0,test,test
emscad_03265,0,train,train
emscad_03266,0,train,validation
emscad_03267,0,train,train
emscad_03268,0,train,train
emscad_03269,0,train,validation
emscad_03270,1,train,train
emscad_03271,0,train,train
emscad_03272,0,train,train
emscad_03273,0,test,test
emscad_03274,0,train,validation
emscad_03275,1,train,train
emscad_03276,0,train,train
emscad_03277,0,test,test
emscad_03278,0,train,train
emscad_03279,0,test,test
emscad_03280,0,train,train
emscad_03281,0,train,train
emscad_03282,0,train,train
emscad_03283,0,train,validation
emscad_03284,0,train,train
emscad_03285,0,train,train
emscad_03286,0,train,train
emscad_03287,0,train,train
emscad_03288,0,train,validation
emscad_03289,0,train,train
emscad_03290,0,train,train
emscad_03291,0,train,train
emscad_03292,0,train,train
emscad_03293,1,train,validation
emscad_03294,0,train,train
emscad_03295,0,train,train
emscad_03296,0,train,train
emscad_03297,0,test,test
emscad_03298,0,train,validation
emscad_03299,0,train,train
emscad_03300,0,test,test
emscad_03301,0,train,train
emscad_03302,0,train,train
emscad_03303,0,train,train
emscad_03304,0,train,train
emscad_03305,0,train,validation
emscad_03306,0,train,validation
emscad_03307,0,train,train
emscad_03308,0,test,test
emscad_03309,0,train,train
emscad_03310,0,train,train
emscad_03311,1,test,test
emscad_03312,0,train,train
emscad_03313,0,train,train
emscad_03314,0,test,test
emscad_03315,0,train,train
emscad_03316,0,train,train
emscad_03317,0,train,train
emscad_03318,0,train,train
emscad_03319,0,train,validation
emscad_03320,0,train,train
emscad_03321,1,train,train
emscad_03322,0,train,validation
emscad_03323,0,train,train
emscad_03324,0,train,train
emscad_03325,0,train,train
emscad_03326,0,test,test
emscad_03327,1,train,train
emscad_03328,0,train,train
emscad_03329,0,train,train
emscad_03330,0,train,train
emscad_03331,0,train,validation
emscad_03332,0,train,train
emscad_03333,0,train,train
emscad_03334,0,test,test
emscad_03335,0,train,train
emscad_03336,0,train,train
emscad_03337,0,train,train
emscad_03338,0,test,test
emscad_03339,0,train,validation
emscad_03340,0,train,train
emscad_03341,0,train,train
emscad_03342,0,train,train
emscad_03343,0,train,train
emscad_03344,0,train,train
emscad_03345,0,train,train
emscad_03346,1,train,train
emscad_03347,0,test,test
emscad_03348,0,train,train
emscad_03349,0,train,train
emscad_03350,0,train,train
emscad_03351,0,train,train
emscad_03352,0,test,test
emscad_03353,0,test,test
emscad_03354,0,train,train
emscad_03355,0,train,validation
emscad_03356,0,train,train
emscad_03357,0,train,train
emscad_03358,0,train,train
emscad_03359,0,test,test
emscad_03360,0,train,validation
emscad_03361,0,train,train
emscad_03362,0,train,train
emscad_03363,0,train,train
emscad_03364,0,train,train
emscad_03365,0,train,validation
emscad_03366,0,train,validation
emscad_03367,0,train,train
emscad_03368,1,train,train
emscad_03369,0,train,train
emscad_03370,0,test,test
emscad_03371,0,train,train
emscad_03372,0,test,test
emscad_03373,0,train,train
emscad_03374,0,train,train
emscad_03375,0,train,validation
emscad_03376,0,train,train
emscad_03377,0,train,train
emscad_03378,0,test,test
emscad_03379,0,train,train
emscad_03380,0,test,test
emscad_03381,0,train,validation
emscad_03382,0,train,train
emscad_03383,0,train,validation
emscad_03384,0,train,train
emscad_03385,0,train,train
emscad_03386,0,train,train
emscad_03387,0,train,train
emscad_03388,0,train,train
emscad_03389,0,train,train
emscad_03390,0,test,test
emscad_03391,0,train,train
emscad_03392,0,train,train
emscad_03393,0,train,train
emscad_03394,0,train,train
emscad_03395,0,train,train
emscad_03396,0,train,train
emscad_03397,0,train,train
emscad_03398,0,train,validation
emscad_03399,0,train,train
emscad_03400,0,train,validation
emscad_03401,0,test,test
emscad_03402,0,train,validation
emscad_03403,0,train,train
emscad_03404,0,train,train
emscad_03405,0,test,test
emscad_03406,0,train,train
emscad_03407,0,train,validation
emscad_03408,0,train,train
emscad_03409,0,test,test
emscad_03410,0,train,train
emscad_03411,0,train,train
emscad_03412,0,train,train
emscad_03413,0,train,train
emscad_03414,0,train,train
emscad_03415,0,train,train
emscad_03416,0,test,test
emscad_03417,0,train,train
emscad_03418,0,train,train
emscad_03419,0,test,test
emscad_03420,0,train,train
emscad_03421,0,test,test
emscad_03422,0,train,train
emscad_03423,0,train,train
emscad_03424,0,test,test
emscad_03425,0,train,validation
emscad_03426,0,train,train
emscad_03427,0,train,train
emscad_03428,0,train,train
emscad_03429,0,train,validation
emscad_03430,0,train,validation
emscad_03431,0,test,test
emscad_03432,0,train,train
emscad_03433,0,test,test
emscad_03434,0,train,train
emscad_03435,0,train,train
emscad_03436,0,train,validation
emscad_03437,0,train,train
emscad_03438,0,test,test
emscad_03439,1,train,train
emscad_03440,0,train,train
emscad_03441,0,test,test
emscad_03442,0,train,train
emscad_03443,0,train,validation
emscad_03444,0,train,train
emscad_03445,0,test,test
emscad_03446,0,train,validation
emscad_03447,0,train,train
emscad_03448,0,train,validation
emscad_03449,0,train,train
emscad_03450,0,train,validation
emscad_03451,0,train,train
emscad_03452,0,test,test
emscad_03453,0,train,train
emscad_03454,0,test,test
emscad_03455,0,train,validation
emscad_03456,0,train,validation
emscad_03457,0,train,train
emscad_03458,0,train,train
emscad_03459,0,test,test
emscad_03460,0,train,train
emscad_03461,0,train,train
emscad_03462,0,train,train
emscad_03463,0,train,train
emscad_03464,1,train,validation
emscad_03465,0,train,train
emscad_03466,0,test,test
emscad_03467,0,train,train
emscad_03468,0,train,validation
emscad_03469,0,train,train
emscad_03470,0,test,test
emscad_03471,0,train,train
emscad_03472,0,train,train
emscad_03473,0,test,test
emscad_03474,0,train,validation
emscad_03475,0,test,test
emscad_03476,0,train,train
emscad_03477,0,train,train
emscad_03478,0,train,train
emscad_03479,0,train,train
emscad_03480,0,train,train
emscad_03481,0,train,train
emscad_03482,0,test,test
emscad_03483,0,train,train
emscad_03484,0,train,train
emscad_03485,0,test,test
emscad_03486,0,train,train
emscad_03487,0,test,test
emscad_03488,0,train,validation
emscad_03489,0,train,train
emscad_03490,0,test,test
emscad_03491,0,test,test
emscad_03492,0,test,test
emscad_03493,0,test,test
emscad_03494,0,train,validation
emscad_03495,0,test,test
emscad_03496,0,train,train
emscad_03497,0,train,validation
emscad_03498,0,train,train
emscad_03499,0,train,validation
emscad_03500,0,train,train
emscad_03501,0,test,test
emscad_03502,0,train,train
emscad_03503,0,train,train
emscad_03504,0,train,train
emscad_03505,0,train,validation
emscad_03506,0,train,train
emscad_03507,0,train,train
emscad_03508,1,train,train
emscad_03509,0,train,validation
emscad_03510,0,test,test
emscad_03511,0,test,test
emscad_03512,0,train,train
emscad_03513,0,train,validation
emscad_03514,0,train,train
emscad_03515,0,train,train
emscad_03516,0,train,validation
emscad_03517,0,train,validation
emscad_03518,0,test,test
emscad_03519,0,train,train
emscad_03520,0,train,train
emscad_03521,0,train,train
emscad_03522,0,test,test
emscad_03523,0,test,test
emscad_03524,0,train,validation
emscad_03525,0,train,validation
emscad_03526,0,test,test
emscad_03527,0,train,train
emscad_03528,0,train,train
emscad_03529,0,train,train
emscad_03530,0,train,train
emscad_03531,0,train,train
emscad_03532,0,train,train
emscad_03533,0,train,validation
emscad_03534,0,train,train
emscad_03535,0,train,train
emscad_03536,0,train,train
emscad_03537,0,train,train
emscad_03538,0,train,train
emscad_03539,0,train,train
emscad_03540,0,train,train
emscad_03541,0,test,test
emscad_03542,0,train,train
emscad_03543,0,train,validation
emscad_03544,0,train,train
emscad_03545,0,train,train
emscad_03546,0,test,test
emscad_03547,0,train,train
emscad_03548,0,train,train
emscad_03549,0,train,train
emscad_03550,0,train,train
emscad_03551,0,train,train
emscad_03552,0,train,validation
emscad_03553,0,train,train
emscad_03554,0,train,train
emscad_03555,0,train,train
emscad_03556,0,train,train
emscad_03557,0,train,train
emscad_03558,0,train,train
emscad_03559,0,train,train
emscad_03560,0,test,test
emscad_03561,0,train,train
emscad_03562,0,train,train
emscad_03563,0,train,validation
emscad_03564,0,train,train
emscad_03565,0,train,train
emscad_03566,0,train,validation
emscad_03567,0,train,train
emscad_03568,0,test,test
emscad_03569,0,test,test
emscad_03570,0,train,train
emscad_03571,0,train,train
emscad_03572,0,train,train
emscad_03573,0,train,validation
emscad_03574,0,train,train
emscad_03575,0,train,train
emscad_03576,0,train,train
emscad_03577,0,train,train
emscad_03578,0,test,test
emscad_03579,0,train,train
emscad_03580,0,train,train
emscad_03581,0,train,train
emscad_03582,0,train,train
emscad_03583,0,test,test
emscad_03584,0,train,validation
emscad_03585,0,train,train
emscad_03586,0,train,train
emscad_03587,0,train,train
emscad_03588,0,train,train
emscad_03589,0,test,test
emscad_03590,0,train,validation
emscad_03591,0,test,test
emscad_03592,0,test,test
emscad_03593,0,test,test
emscad_03594,0,train,train
emscad_03595,0,test,test
emscad_03596,0,train,train
emscad_03597,0,train,train
emscad_03598,0,train,train
emscad_03599,0,test,test
emscad_03600,0,train,train
emscad_03601,0,train,train
emscad_03602,0,test,test
emscad_03603,0,train,train
emscad_03604,0,train,train
emscad_03605,0,train,train
emscad_03606,0,train,validation
emscad_03607,0,train,validation
emscad_03608,0,train,validation
emscad_03609,1,train,validation
emscad_03610,1,test,test
emscad_03611,0,test,test
emscad_03612,1,test,test
emscad_03613,0,train,train
emscad_03614,0,train,validation
emscad_03615,1,train,train
emscad_03616,1,train,train
emscad_03617,0,train,validation
emscad_03618,0,train,train
emscad_03619,1,train,validation
emscad_03620,0,train,train
emscad_03621,0,train,train
emscad_03622,0,test,test
emscad_03623,0,train,train
emscad_03624,0,train,train
emscad_03625,0,train,train
emscad_03626,0,train,train
emscad_03627,0,train,train
emscad_03628,1,test,test
emscad_03629,0,train,train
emscad_03630,0,train,validation
emscad_03631,0,train,train
emscad_03632,0,train,validation
emscad_03633,0,train,train
emscad_03634,0,test,test
emscad_03635,0,train,train
emscad_03636,0,test,test
emscad_03637,0,train,train
emscad_03638,0,train,train
emscad_03639,0,train,train
emscad_03640,0,train,train
emscad_03641,0,train,train
emscad_03642,0,train,train
emscad_03643,0,train,train
emscad_03644,0,train,train
emscad_03645,1,train,train
emscad_03646,0,train,validation
emscad_03647,0,train,train
emscad_03648,0,test,test
emscad_03649,0,train,train
emscad_03650,0,train,train
emscad_03651,0,train,train
emscad_03652,0,train,train
emscad_03653,0,test,test
emscad_03654,0,train,train
emscad_03655,0,test,test
emscad_03656,0,train,train
emscad_03657,0,train,validation
emscad_03658,0,test,test
emscad_03659,0,test,test
emscad_03660,0,train,train
emscad_03661,0,train,train
emscad_03662,0,train,validation
emscad_03663,0,train,train
emscad_03664,0,train,validation
emscad_03665,0,train,train
emscad_03666,0,train,train
emscad_03667,0,train,train
emscad_03668,0,train,train
emscad_03669,0,train,train
emscad_03670,0,train,validation
emscad_03671,0,test,test
emscad_03672,0,test,test
emscad_03673,0,train,validation
emscad_03674,0,train,train
emscad_03675,0,train,train
emscad_03676,0,train,train
emscad_03677,0,train,train
emscad_03678,0,train,train
emscad_03679,0,train,train
emscad_03680,0,train,validation
emscad_03681,0,train,train
emscad_03682,0,test,test
emscad_03683,0,train,train
emscad_03684,0,train,train
emscad_03685,0,train,validation
emscad_03686,0,train,train
emscad_03687,0,train,train
emscad_03688,0,train,train
emscad_03689,0,test,test
emscad_03690,0,train,validation
emscad_03691,0,train,train
emscad_03692,0,train,train
emscad_03693,0,train,train
emscad_03694,0,train,train
emscad_03695,0,train,train
emscad_03696,0,train,train
emscad_03697,0,train,train
emscad_03698,0,test,test
emscad_03699,0,train,train
emscad_03700,0,train,validation
emscad_03701,0,test,test
emscad_03702,0,train,validation
emscad_03703,0,train,train
emscad_03704,0,test,test
emscad_03705,0,train,validation
emscad_03706,0,train,validation
emscad_03707,0,train,train
emscad_03708,0,train,train
emscad_03709,0,train,train
emscad_03710,0,train,validation
emscad_03711,0,train,train
emscad_03712,1,test,test
emscad_03713,0,train,train
emscad_03714,0,train,validation
emscad_03715,0,train,train
emscad_03716,0,test,test
emscad_03717,0,train,train
emscad_03718,0,train,validation
emscad_03719,0,train,train
emscad_03720,0,train,train
emscad_03721,0,train,train
emscad_03722,0,test,test
emscad_03723,0,train,train
emscad_03724,1,train,train
emscad_03725,0,train,train
emscad_03726,0,test,test
emscad_03727,0,train,train
emscad_03728,0,test,test
emscad_03729,0,train,train
emscad_03730,0,train,validation
emscad_03731,0,train,train
emscad_03732,0,test,test
emscad_03733,0,train,validation
emscad_03734,0,train,train
emscad_03735,0,train,train
emscad_03736,0,test,test
emscad_03737,0,test,test
emscad_03738,0,train,validation
emscad_03739,0,train,train
emscad_03740,0,train,validation
emscad_03741,0,train,validation
emscad_03742,0,train,validation
emscad_03743,0,train,validation
emscad_03744,0,test,test
emscad_03745,0,train,train
emscad_03746,0,test,test
emscad_03747,0,train,train
emscad_03748,0,train,train
emscad_03749,0,train,validation
emscad_03750,0,train,train
emscad_03751,0,train,train
emscad_03752,0,train,train
emscad_03753,0,train,train
emscad_03754,0,train,train
emscad_03755,0,train,train
emscad_03756,0,train,validation
emscad_03757,0,train,train
emscad_03758,0,train,train
emscad_03759,0,train,train
emscad_03760,0,train,train
emscad_03761,0,train,validation
emscad_03762,0,train,train
emscad_03763,0,train,train
emscad_03764,0,train,train
emscad_03765,0,train,train
emscad_03766,0,train,train
emscad_03767,0,train,validation
emscad_03768,0,train,train
emscad_03769,0,train,train
emscad_03770,0,test,test
emscad_03771,0,test,test
emscad_03772,0,train,train
emscad_03773,0,train,train
emscad_03774,0,train,train
emscad_03775,0,train,train
emscad_03776,0,train,validation
emscad_03777,0,train,train
emscad_03778,0,train,train
emscad_03779,0,train,train
emscad_03780,0,train,train
emscad_03781,0,train,train
emscad_03782,0,train,validation
emscad_03783,0,train,validation
emscad_03784,0,train,train
emscad_03785,0,test,test
emscad_03786,0,train,train
emscad_03787,0,train,train
emscad_03788,0,train,train
emscad_03789,0,train,train
emscad_03790,0,train,validation
emscad_03791,0,train,train
emscad_03792,0,train,validation
emscad_03793,0,train,train
emscad_03794,0,train,validation
emscad_03795,0,test,test
emscad_03796,0,train,train
emscad_03797,0,test,test
emscad_03798,0,train,train
emscad_03799,0,train,validation
emscad_03800,0,train,validation
emscad_03801,0,train,train
emscad_03802,0,train,train
emscad_03803,0,train,train
emscad_03804,0,train,train
emscad_03805,0,train,train
emscad_03806,0,test,test
emscad_03807,0,train,validation
emscad_03808,1,train,train
emscad_03809,0,train,train
emscad_03810,0,train,train
emscad_03811,0,train,train
emscad_03812,0,train,validation
emscad_03813,0,train,train
emscad_03814,0,train,train
emscad_03815,0,train,validation
emscad_03816,0,train,train
emscad_03817,0,test,test
emscad_03818,0,train,train
emscad_03819,0,train,validation
emscad_03820,0,train,validation
emscad_03821,0,train,validation
emscad_03822,0,train,train
emscad_03823,0,train,train
emscad_03824,0,test,test
emscad_03825,0,train,train
emscad_03826,0,train,validation
emscad_03827,0,train,train
emscad_03828,0,train,validation
emscad_03829,0,train,train
emscad_03830,0,train,train
emscad_03831,0,test,test
emscad_03832,0,train,train
emscad_03833,0,train,train
emscad_03834,0,test,test
emscad_03835,0,train,train
emscad_03836,0,train,train
emscad_03837,0,train,validation
emscad_03838,0,train,train
emscad_03839,0,train,train
emscad_03840,0,test,test
emscad_03841,0,train,validation
emscad_03842,0,train,train
emscad_03843,0,train,train
emscad_03844,0,train,train
emscad_03845,0,train,train
emscad_03846,0,train,train
emscad_03847,0,train,train
emscad_03848,0,train,train
emscad_03849,0,train,train
emscad_03850,0,train,train
emscad_03851,0,test,test
emscad_03852,0,test,test
emscad_03853,0,train,train
emscad_03854,0,train,train
emscad_03855,0,test,test
emscad_03856,0,train,train
emscad_03857,0,test,test
emscad_03858,0,test,test
emscad_03859,0,train,train
emscad_03860,0,train,train
emscad_03861,0,train,validation
emscad_03862,0,train,train
emscad_03863,0,train,validation
emscad_03864,0,train,train
emscad_03865,0,train,train
emscad_03866,0,test,test
emscad_03867,0,train,validation
emscad_03868,0,test,test
emscad_03869,0,train,validation
emscad_03870,0,test,test
emscad_03871,0,test,test
emscad_03872,0,train,validation
emscad_03873,0,train,train
emscad_03874,0,train,train
emscad_03875,0,train,train
emscad_03876,0,train,train
emscad_03877,0,train,train
emscad_03878,0,train,train
emscad_03879,0,train,train
emscad_03880,0,train,train
emscad_03881,0,train,train
emscad_03882,1,train,train
emscad_03883,0,train,train
emscad_03884,0,train,train
emscad_03885,0,train,train
emscad_03886,0,test,test
emscad_03887,0,train,train
emscad_03888,0,test,test
emscad_03889,0,train,train
emscad_03890,0,test,test
emscad_03891,0,train,train
emscad_03892,0,train,train
emscad_03893,0,train,train
emscad_03894,0,train,train
emscad_03895,0,train,train
emscad_03896,0,train,train
emscad_03897,0,train,validation
emscad_03898,0,train,validation
emscad_03899,0,train,train
emscad_03900,0,test,test
emscad_03901,0,train,train
emscad_03902,0,train,validation
emscad_03903,0,train,train
emscad_03904,0,train,train
emscad_03905,0,train,train
emscad_03906,0,train,train
emscad_03907,0,test,test
emscad_03908,0,train,train
emscad_03909,0,train,train
emscad_03910,0,train,train
emscad_03911,0,test,test
emscad_03912,0,train,train
emscad_03913,0,train,train
emscad_03914,0,train,validation
emscad_03915,0,test,test
emscad_03916,0,test,test
emscad_03917,0,train,train
emscad_03918,0,train,train
emscad_03919,0,test,test
emscad_03920,0,test,test
emscad_03921,0,train,train
emscad_03922,0,train,train
emscad_03923,0,train,train
emscad_03924,0,train,validation
emscad_03925,0,train,validation
emscad_03926,0,train,train
emscad_03927,0,train,validation
emscad_03928,0,train,train
emscad_03929,0,train,validation
emscad_03930,0,train,validation
emscad_03931,0,train,validation
emscad_03932,0,train,train
emscad_03933,0,train,train
emscad_03934,1,train,train
emscad_03935,0,train,train
emscad_03936,0,train,train
emscad_03937,0,train,train
emscad_03938,0,test,test
emscad_03939,0,test,test
emscad_03940,0,train,train
emscad_03941,0,train,train
emscad_03942,1,train,train
emscad_03943,0,train,train
emscad_03944,0,train,train
emscad_03945,0,train,train
emscad_03946,0,train,train
emscad_03947,0,train,train
emscad_03948,1,train,train
emscad_03949,0,train,train
emscad_03950,0,train,train
emscad_03951,0,train,train
emscad_03952,0,test,test
emscad_03953,0,train,train
emscad_03954,0,test,test
emscad_03955,0,train,validation
emscad_03956,0,train,train
emscad_03957,0,train,validation
emscad_03958,0,train,train
emscad_03959,0,train,train
emscad_03960,0,test,test
emscad_03961,0,test,test
emscad_03962,0,train,train
emscad_03963,0,test,test
emscad_03964,0,train,validation
emscad_03965,0,train,train
emscad_03966,0,train,train
emscad_03967,0,train,train
emscad_03968,0,train,train
emscad_03969,0,test,test
emscad_03970,0,train,train
emscad_03971,0,train,train
emscad_03972,0,train,train
emscad_03973,0,train,train
emscad_03974,0,test,test
emscad_03975,0,test,test
emscad_03976,0,train,train
emscad_03977,0,train,train
emscad_03978,0,test,test
emscad_03979,0,train,train
emscad_03980,0,train,train
emscad_03981,0,train,train
emscad_03982,0,test,test
emscad_03983,0,train,train
emscad_03984,0,train,train
emscad_03985,0,train,train
emscad_03986,0,test,test
emscad_03987,0,train,train
emscad_03988,0,train,validation
emscad_03989,0,train,validation
emscad_03990,0,train,train
emscad_03991,0,train,train
emscad_03992,0,train,train
emscad_03993,0,train,train
emscad_03994,0,train,train
emscad_03995,0,train,train
emscad_03996,0,train,train
emscad_03997,0,train,train
emscad_03998,0,test,test
emscad_03999,0,train,train
emscad_04000,0,train,train
emscad_04001,0,train,validation
emscad_04002,0,train,train
emscad_04003,0,train,validation
emscad_04004,0,test,test
emscad_04005,1,test,test
emscad_04006,0,train,train
emscad_04007,0,train,train
emscad_04008,0,train,train
emscad_04009,0,train,train
emscad_04010,0,train,train
emscad_04011,0,test,test
emscad_04012,0,train,validation
emscad_04013,0,train,train
emscad_04014,0,test,test
emscad_04015,0,train,train
emscad_04016,0,train,train
emscad_04017,0,train,train
emscad_04018,0,train,train
emscad_04019,0,train,train
emscad_04020,0,train,train
emscad_04021,0,train,train
emscad_04022,0,train,train
emscad_04023,0,train,train
emscad_04024,0,test,test
emscad_04025,0,train,train
emscad_04026,0,train,validation
emscad_04027,0,test,test
emscad_04028,0,train,validation
emscad_04029,0,train,train
emscad_04030,0,train,train
emscad_04031,0,train,train
emscad_04032,0,train,train
emscad_04033,0,train,train
emscad_04034,0,train,train
emscad_04035,0,train,train
emscad_04036,0,train,train
emscad_04037,0,train,train
emscad_04038,0,test,test
emscad_04039,0,train,validation
emscad_04040,0,train,validation
emscad_04041,0,train,validation
emscad_04042,0,test,test
emscad_04043,0,test,test
emscad_04044,0,train,train
emscad_04045,0,train,train
emscad_04046,0,train,validation
emscad_04047,0,train,train
emscad_04048,0,test,test
emscad_04049,0,train,train
emscad_04050,0,train,train
emscad_04051,0,test,test
emscad_04052,0,train,train
emscad_04053,1,test,test
emscad_04054,1,train,train
emscad_04055,0,train,train
emscad_04056,0,train,validation
emscad_04057,0,train,validation
emscad_04058,0,train,train
emscad_04059,0,train,train
emscad_04060,0,train,train
emscad_04061,0,test,test
emscad_04062,0,test,test
emscad_04063,0,test,test
emscad_04064,0,train,train
emscad_04065,0,train,validation
emscad_04066,0,train,train
emscad_04067,0,train,train
emscad_04068,0,train,train
emscad_04069,0,train,train
emscad_04070,0,train,validation
emscad_04071,1,train,train
emscad_04072,0,train,train
emscad_04073,0,train,train
emscad_04074,0,train,train
emscad_04075,0,train,train
emscad_04076,0,test,test
emscad_04077,0,train,train
emscad_04078,0,train,train
emscad_04079,0,train,train
emscad_04080,0,train,train
emscad_04081,0,test,test
emscad_04082,0,train,train
emscad_04083,0,test,test
emscad_04084,0,train,train
emscad_04085,0,train,train
emscad_04086,0,test,test
emscad_04087,0,train,train
emscad_04088,0,train,train
emscad_04089,0,train,train
emscad_04090,0,train,train
emscad_04091,0,train,train
emscad_04092,0,train,train
emscad_04093,0,train,train
emscad_04094,0,train,validation
emscad_04095,0,train,train
emscad_04096,0,train,train
emscad_04097,0,train,train
emscad_04098,0,train,validation
emscad_04099,0,train,train
emscad_04100,0,test,test
emscad_04101,0,train,train
emscad_04102,0,train,train
emscad_04103,0,train,train
emscad_04104,0,test,test
emscad_04105,0,train,train
